"Genome","type","napA","narG","nirK","nirS","all_nor","nosZ","Domain","Phylum","Class","Order","Family","Genus","Species","Identifier","Source","Completeness","Contamination","X","d","LowerCI","UpperCI","dCUB","nCAZy","nHE","nGenes","IoC","IoC2","functional_type"
"Esearch_CP026364_1_Proteus_hauseri_strain_15H5D-4a_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","","CP026364.1","15H5D-4a|South Korea|marine|2017",100,0,238,1.26224807298373,1.08166515834078,1.47806418800623,-0.451070989572392,67,52,3507,3.88883963061199,4.43221352254298,"nitrate1"
"Esearch_CP026365_1_Neobacillus_thermocopriae_strain_DUT50_236_chromosome.fasta","genome",0,1,0,0,1,0,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Neobacillus","","CP026365.1","marine",100,0,239,1.38608103343982,1.19594390093451,1.61150609420551,-0.386492108389835,53,43,2939,3.41716019191803,3.85350011879818,"nitrate1"
"Esearch_CP026367_1_Sulfitobacter_donghicola_strain_SB1155_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","","CP026367.1","SB1155|South Korea|marine|2017",100,0,240,2.45169237549082,2.16049417567948,2.78855126793109,-0.281432365586142,35,47,2343,2.82401199718632,3.03897751033556,"nitrate1"
"Esearch_CP026511_1_Pseudomonadaceae_bacterium_SI-3_chromosome.fasta","genome",1,1,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","","","CP026511.1","SI-3|Ulva prolifera|China: the Yellow Sea|33.59 N 120.45 E|2016-10-11",100,0,241,1.87841906754831,1.6479299991835,2.14643929707307,-0.324188691139093,88,48,4455,3.8728466722018,4.51699189679992,"nitrate3"
"Esearch_CP026530_1_Nautilia_sp_PV-1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nautiliaceae","Nautilia","","CP026530.1","PV-1|Pacific Ocean|hydrothermal fluids|9.83 N 104.29 W|2015-09|Department of Biochemistry and Microbiology and Institute of Earth, Ocean and Atmospheric Sciences Rutgers University",100,0,242,2.32790243191396,2.05145721639151,2.64768598229128,-0.248456760868587,32,46,1840,2.43515729202986,2.74077638163763,"nitrate1"
"Esearch_CP026604_1_Saccharobesus_litoralis_strain_CCB-QB4_chromosome.fasta","genome",1,0,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Saccharobesus","","CP026604.1","Surface of intertidal turf",100,0,243,1.27555500217582,1.09394103364327,1.49240111685652,-0.447193734121715,228,50,4289,3.67723912025365,6.12133288252031,"nitrate1"
"Esearch_CP026662_1_Bacillus_subtilis_strain_H1_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis group","CP026662.1","H19|China: Shanghai, The East China Sea|seawater|30.42 N 121.53 E|2017-06-12",100,0,244,0.532776833831773,0.421906342047625,0.678160275200723,-0.701630050673961,143,47,4588,5.06875031340318,6.3661956221669,"nitrate1"
"Esearch_CP027432_2_Caminibacter_pacificus_strain_TB6_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nautiliaceae","Caminibacter","","CP027432.1","TB6|DSMZ:27783|type strain of Cetia pacifica|Cetia pacifica|Pacific Ocean: East Pacific Rise|deep-sea hydrothermal vent|9.81 N 104.2 W|2007-07-07|Costantino Vetriani",100,0,246,2.49781870260049,2.20087657212514,2.84137034657618,-0.20883596728872,30,46,1873,2.3342678912541,2.5654988002244,"nitrate1"
"Esearch_CP028367_1_Halomonas_sp_SF2003_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","","CP028367.1","SF2003|France|marine environment|2003",100,0,247,1.51319434006925,1.3131961309945,1.74871603124434,-0.368938689851677,79,47,3535,3.5607616514161,4.27581672442183,"nitrate1"
"Esearch_CP028730_1_Shewanella_baltica_strain_128_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","","CP028730.1","128|China: Qingdao, Shandong|refrigerated Litopenaeus vannamei|2017-08-03",100,0,248,1.22969816551141,1.05164662348112,1.44299149467711,-0.421432573537138,57,53,4126,4.15876901294068,4.46303843047131,"nitrate1"
"Esearch_CP028812_1_Bacillus_subtilis_strain_BL-01_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis group","CP028812.1","BL-01|China: Jiangsu province, Ganyu|shrimp culture ponds|2012-08-21",100,0,249,0.499572457803464,0.393128203664483,0.640196160514393,-0.732415132788557,133,47,4135,4.95036475131643,6.26812826325942,"nitrate1"
"Esearch_CP028897_1_Dongshaea_marina_strain_DM2_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Dongshaea","","CP028897.1","DM2|type strain of Dongshaea marina|Gammaproteobacteria bacterium DM2|2016",100,0,250,0.514679472038348,0.406199112307768,0.657499132345234,-0.67140429099768,84,49,5038,5.40977841522077,5.95756271794487,"nitrate1"
"Esearch_CP028901_1_Orrella_marina_strain_HZ20_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Betaproteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Orrella","","CP028901.1","HZ20|Saccharina japonica|type strain of Algicoccus marinus|Bordetella sp. HZ20|China: East China Sea|water|29.9 N 122.1 E|2015",100,0,251,3.06840966570787,2.68934360577716,3.509688590141,-0.200945327114204,66,48,3934,3.24878834948162,3.68262006495496,"nitrate1"
"Esearch_CP029064_1_Microbulbifer_sp_A4B17_chromosome.fasta","genome",1,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer","","CP029064.1","A4B17|Japan|Sea water|2002-07-23|Xue Peng|Xue Peng",100,0,252,1.12080354400505,0.95136989283915,1.32555755776562,-0.381236374338356,87,47,4432,4.06404382299439,4.70369553502789,"nitrate1"
"Esearch_CP029254_1_Streptomyces_spongiicola_strain_HNM0071_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","","CP029254.1","HNM0071|marine sponge|type strain of Streptomyces spongiicola|China: Sanya|ENVO: 01000161|18.14 N 109.31 E|2011-05-01",100,0,253,4.63438064942082,3.94016754789794,5.4717232864943,-0.130330526908589,148,45,5972,3.81374408961196,4.83539124042714,"nitrate1"
"Esearch_CP029609_1_Bacillus_subtilis_subsp_subtilis_strain_G7_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis","CP029609.1","G7|subtilis|Mus musculus; Scophthalmus maximus; Cynoglossu semilaevis|China: East China Sea|seawater samples were obtained by a Remotely Operated Vehicle (ROV) equipped on the KEXUE vessel during the cruise of April 2014; sample derived site was high hydrostatic pressure, low temperature, darkness, and close to hydrothermal vent field.|27.79 N 124.89 E|2014-04-15|Qinglei Sun and Jian zhang of Institute of Oceanology, Chinese Academy of Sciences, Qingdao, China",100,0,255,0.521717980279738,0.412301795249183,0.665543240380087,-0.724720073211129,138,47,4217,4.95217658218392,6.30611646517862,"nitrate1"
"Esearch_CP029789_1_Psychrobacter_sp_YP14_chromosome.fasta","genome",1,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","","CP029789.1","YP14|Pacific Ocean|shrimp|2017",100,0,256,1.16183053208702,0.989116648791599,1.36982767995602,-0.462694060829048,28,47,2257,3.46075488182245,3.54477594936175,"nitrate1"
"Esearch_CP029843_1_Lysobacter_maris_strain_HZ9B_chromosome.fasta","genome",0,0,1,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","","CP029843.1","HZ9B|China: Zhoushan Islands|East China Sea|2010-08|0 m",100,0,257,5.80911939921892,4.81630319146276,7.04243757257447,-0.0721888306878201,81,49,3447,2.46162035577323,3.21128084360302,"nitrite1"
"Esearch_CP030944_1_Arcobacter_aquimarinus_strain_W63_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","","CP030944.1","W63|type strain of Arcobacter aquimarinus|Spain: Garraf beach, Catalonia|Sea water|2008",100,0,259,5.28357136511842,4.42959511803728,6.33065722476594,-0.130121083250855,31,42,2494,2.40521042106295,2.48604712600156,"nitrate1"
"Esearch_CP031010_1_Alteromonas_sp_RKMC-009_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","","CP031010.1","RKMC-009|Bahamas: San Salvador Island|Runway 10 Reef (10-12 m)|24.0659 N 74.5447 W|2016-05-21",100,0,260,1.07454915747812,0.908876982050281,1.27559060322967,-0.513324733710442,152,49,4283,4.19679839362728,5.69055660353722,"nitrate1"
"Esearch_CP031165_1_Euzebya_pacifica_strain_DY32-46_chromosome.fasta","genome",0,0,1,0,0,0,"Bacteria","Actinobacteriota","Nitriliruptoria","Euzebyales","Euzebyaceae","Euzebya","","CP031165.1","DY32-46|type strain of Euzebya pacifica|Euzebya sp. DY32-46|Pacific Ocean|sea water [ENVO:00002149]|9 N 154 W",100,0,261,6.19644974833425,5.09653059515991,7.57571015487357,-0.0895395111282383,111,38,5017,3.27222496127217,4.07237007814137,"nitrite1"
"Esearch_CP031963_1_Aquimarina_sp_BL5_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina","","CP031963.1","BL5|2015",100,0,264,4.84572277947722,4.10104950731844,5.74874878958696,-0.105402897351977,204,41,5076,3.05793743464246,4.83958297953738,"nitrate1"
"Esearch_CP031964_1_Flavobacteriaceae_bacterium_strain_AU392_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","","","CP031964.1","",100,0,265,5.29476954331769,4.43791854421821,6.34567569511468,-0.0915486433509857,74,42,3046,2.330603267256,3.09303562286245,"nitrate1"
"Esearch_CP031965_1_Aquimarina_sp_AD10_chromosome.fasta","genome",1,0,0,0,1,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina","","CP031965.1","AD10|2015, marine algae",100,0,266,4.06105698065806,3.49523636909947,4.73384755979308,-0.158452845812653,219,42,5143,3.23542560885907,5.15529007656812,"nitrate1"
"Esearch_CP031966_1_Aquimarina_sp_AD1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina","","CP031966.1","AD1|2015",100,0,267,4.01025587063938,3.45515950382469,4.66948187133817,-0.151864008941014,184,41,4709,3.06902877927858,4.76480930321229,"nitrate1"
"Esearch_CP031967_1_Alteromonas_sp_BL110_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","","CP031967.1","BL110|2015",100,0,268,1.40103572036728,1.2097456977341,1.62763111835851,-0.44219223144968,99,48,3816,3.88836217715975,4.82482292817908,"nitrate1"
"Esearch_CP032050_1_Euzebyella_marina_strain_RN62_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Euzebyella","","CP032050.1","RN62|Pacific Ocean: Mariana Trench|deep seawater in Mariana Trench|2016-01",100,0,269,3.32881772994629,2.90575500185459,3.82364867243668,-0.200515325505391,174,42,4065,2.8797731252915,4.72977617495132,"nitrate1"
"Esearch_CP032090_1_Pseudoalteromonas_donghaensis_strain_HJ51_chromosome.fasta","genome",0,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","","CP032090.1","HJ51|KCTC:22219|type strain of Pseudoalteromonas donghaensis|South Korea|seawater",100,0,270,1.35747960124564,1.1695456304169,1.58067509582245,-0.429798455099898,68,48,3154,3.6104240729719,4.25717635360369,"nitrate1"
"Esearch_CP032096_1_Hydrogenovibrio_crunogenus_strain_SP-41_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Hydrogenovibrio","","CP032096.1","SP-41|Atlantic Ocean:Sisters Peak|deep sea hydrothermal vent system Sisters Peak, low-temperature fluids, Sample 302ROV6-8|4.48 S 12.22 W|2009-04-22|-2980 m",100,0,271,1.67377623238571,1.46090593040487,1.92278724149266,-0.32571403905125,42,50,2297,2.90275745077163,3.29795228071634,"nitrate1"
"Esearch_CP032125_1_Profundibacter_amoris_strain_BAR1_chromosome.fasta","genome",0,1,0,1,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Profundibacter","","CP032125.1","BAR1|DSM:104147|type strain of Profundibacter amoris|Rhodobacteraceae bacterium BAR1|Norway: Arctic Mid-Ocean Ridge hydrothermal vent field|marine hydrothermal vent biofilm|73.55 N 8.15 E|2014-07",100,0,273,2.67409994432256,2.35396184741725,3.04489838944599,-0.201976333182814,59,45,3556,3.080355402191,3.4745259421784,"nitrate3"
"Esearch_CP033219_1_Parasedimentitalea_marina_strain_W43_chromosome.fasta","genome",1,0,1,0,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Parasedimentitalea","","CP033219.1","W43|KCTC:62635|type material of Parasedimentitalea marina|Sedimentitalea sp. W43|Pacific Ocean: New Britain Trench|deep seawater|7.0 N 149.8 E|2016-07",100,0,274,1.80992867595385,1.58552316774238,2.07131929190878,-0.304583547074865,75,45,4313,3.77728722543011,4.28121815734722,"nitrate3"
"Esearch_CP033575_1_Shewanella_algae_strain_KC-Na-R1_chromosome.fasta","genome",1,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","","CP033575.1","KC-Na-R1|South Korea: South sea|Neophocaena phocaenoides|35.503331 N 129.382608 E|Jan-2017|KRIBB",100,0,275,0.537132176524131,0.425694227542797,0.683122115466054,-0.685032475386565,59,50,4445,5.23876994838119,5.55720821402086,"nitrate1"
"Esearch_CP033581_1_Streptomyces_sp_ADI95-16_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","","CP033581.1","ADI95-16|Antho dichotoma|Norway: Tautra underwater ridge at Trondheim Fjord|63.61472222 N 10.52277778 E|2003",100,0,276,2.29388324949122,2.02132528646627,2.60919782871276,-0.291944682740768,178,46,7211,4.95535795087476,6.08041384479658,"nitrate1"
"Esearch_CP033720_1_Sulfurimonas_sp_CVO_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas","","CP033720.1","CVO|NRRL:B-21472|Canada: Saskatchewan|Oil field produced water|2000",100,0,277,2.58745327308844,2.27896322687223,2.94452794616817,-0.231690492801418,31,43,1916,2.431567226105,2.6765444521865,"nitrate3"
"Esearch_CP034015_1_Shewanella_livingstonensis_strain_LMG_19866_chromosome.fasta","genome",1,0,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","","CP034015.1","LMG 19866|type strain of Shewanella livingstonensis|Antarctica:Livingston Island|Antarctic water|2002",100,0,278,2.09728718299315,1.84583087011786,2.38860375747014,-0.298508751323567,71,49,4219,3.72169116495797,4.1875218405204,"nitrate1"
"Esearch_CP034152_1_Rhodococcus_sp_NJ-530_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","","CP034152.1","NJ-530|Antarctica: Zhongshan Station|Antarctic sea ice|69 S 77 E|2002",100,0,279,2.52880549956905,2.22792895938098,2.87695467000375,-0.263191210954862,130,45,6103,4.39707695722104,5.25021956059338,"nitrate1"
"Esearch_CP034367_1_Halomonas_venusta_strain_MA-ZP17-13_chromosome.fasta","genome",1,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","","CP034367.1","MA-ZP17-13|China|aquicultural seawater|2018-06-26",100,0,280,2.44890507089219,2.15804964998856,2.78536531095163,-0.237618871058845,63,48,4064,3.45843669141602,3.83618172965339,"nitrate1"
"Esearch_CP034425_1_Pseudomonas_libanensis_strain_DMSP-1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas fluorescens group","CP034425.1","DMSP-1|Norway|seawater|2017-09-25",100,0,281,0.978429181974122,0.820851521701251,1.17148415635305,-0.491933835851759,89,51,5520,5.01344649045841,5.55695239461457,"nitrate1"
"Esearch_CP034570_1_Maribacter_sp_MJ134_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","","CP034570.1","MJ134|KCTC:62827|South Korea: Pohang|seawater|2018-04-25",100,0,282,3.44901256425961,3.00436784169986,3.97035851495574,-0.194922106032884,128,39,3528,2.71875816915341,4.17377633323204,"nitrate1"
"Esearch_CP034588_1_Silicimonas_algicola_strain_KC90_chromosome.fasta","genome",0,0,1,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Silicimonas","","CP034588.1","KC90|DSM:103371|type strain of Silicimonas algicola|France:Western English Channel|marine water|48.75 N 3.95 W|2014-10-30",100,0,283,6.87526396542652,5.57894418097341,8.52686668509185,-0.000125407162911831,110,43,4320,2.58125839725186,3.50067747630474,"nitrite1"
"Esearch_CP034660_1_Colwellia_sp_Arc7-635_chromosome.fasta","genome",1,0,1,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","","CP034660.1","Arc7-635|2216E|62.90 N 173.45 W|2016-09-09",100,0,284,1.96820794377767,1.72941439220521,2.24537809571625,-0.33861925292827,67,48,4066,3.79708598013947,4.23473713529949,"nitrate3"
"Esearch_CP035033_1_Hydrogenovibrio_thermophilus_strain_JR-2_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Hydrogenovibrio","","CP035033.1","JR-2|Pacific Ocean: Juan de Fuca Hydrothermal vents|Juan de Fuca hydrothermal vents|2010",100,0,286,0.711407856583155,0.579410945586972,0.878850522952155,-0.527638581347617,45,47,2389,3.6435936548418,4.08985911969845,"nitrate1"
"Esearch_CP035042_1_Halomonas_tianxiuensis_strain_BC-M4-5_chromosome.fasta","genome",1,1,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","","CP035042.1","BC-M4-5|MCCC:1A14433|type strain of Halomonas tianxiuensis|Halomonas sp. BC-M4-5|Indian Ocean|sulfide of hydrothermal vent from Southwest Indian Ocean|2017-03|Zongze Shao|Liping WANG",100,0,287,3.36727689070045,2.93739353181295,3.870470885393,-0.158579439459221,68,49,4972,3.63219608330891,3.977267574078,"nitrate3"
"Esearch_CP035417_1_Leisingera_sp_NJS204_chromosome.fasta","genome",1,0,1,0,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Leisingera","","CP035417.1","NJS204|USA:California|Marine Biofilm|2014-01-25",100,0,288,2.6400427546887,2.32453983577674,3.00537051352391,-0.222799096157358,62,44,4114,3.43678478423154,3.79412583370469,"nitrate3"
"Esearch_CP035490_1_Hahella_sp_KA22_chromosome.fasta","genome",1,1,0,1,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Hahellaceae","Hahella","","CP035490.1","KA22|China: Xiamen|Zobell Marine Broth 2216|24 N 118 E|2012-08|0 m",100,0,289,1.19564900409559,1.02026356096018,1.40629345927071,-0.41364646408928,140,49,6192,4.94378113682727,5.88508101760524,"nitrate2"
"Esearch_CP035534_1_Sulfurimonas_hydrogeniphila_strain_NW10_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas","","CP035534.1","NW10|KCTC:15781|type strain of Sulfurimonas hydrogeniphila|Sulfurimonas sp. NW10|Indian Ocean|Chimney sulfide|2017-03|Zong Ze Shao|-2946 m",100,0,290,1.68384349525644,1.47014275430942,1.93373683602638,-0.340463201108581,30,44,2446,3.12247105284349,3.20524819736123,"nitrate3"
